designer,artifact_id,condition,artifact_type,action,broad_action
P3,BASE_0027,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0029,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0023,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0019,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0005,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0021,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0008,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0036,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0037,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0034,DesignJournal_baseline,intent,EDIT_INTENT_GLOBAL,INTENT_EDIT
P3,BASE_0034,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P3,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0038,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0036,DesignJournal_baseline,connector,ELABORATE_CONNECTOR_TEXT,ELABORATE
P3,BASE_0039,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0035,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0003,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0001,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0039,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0012,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0013,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0028,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0017,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0014,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0011,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0036,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0032,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0015,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0025,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0034,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P3,BASE_0031,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0031,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0040,DesignJournal_baseline,note,CREATE_NOTE_USER,CREATE
P3,BASE_0038,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0035,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0040,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0031,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0005,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0022,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0016,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0018,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0009,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0020,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0026,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0024,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0030,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0027,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0029,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0023,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0019,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0008,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0021,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0041,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0031,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0042,DesignJournal_baseline,note,CREATE_NOTE_USER,CREATE
P3,BASE_0042,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0043,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0044,DesignJournal_baseline,note,CREATE_NOTE_USER,CREATE
P3,BASE_0042,DesignJournal_baseline,note,ELABORATE_NOTE,ELABORATE
P3,BASE_0044,DesignJournal_baseline,note,ELABORATE_NOTE,ELABORATE
P3,BASE_0045,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0043,DesignJournal_baseline,connector,ELABORATE_CONNECTOR_TEXT,ELABORATE
P3,BASE_0042,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0044,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0046,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0047,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0048,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0048,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0047,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0049,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0047,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0050,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0040,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0040,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0051,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0051,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0031,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0041,DesignJournal_baseline,connector,RELATE_DELETE_USER,RELATE
P3,BASE_0052,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0053,DesignJournal_baseline,note,CREATE_NOTE_USER,CREATE
P3,BASE_0053,DesignJournal_baseline,note,RELOCATE_NOTE,RELOCATE
P3,BASE_0053,DesignJournal_baseline,note,PRUNE_NOTE,PRUNE
P3,BASE_0054,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0047,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0051,DesignJournal_baseline,image,STRUCTURE_MOVE,STRUCTURE
P3,BASE_0055,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0056,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0056,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0056,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0054,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0055,DesignJournal_baseline,connector,ELABORATE_CONNECTOR_TEXT,ELABORATE
P3,BASE_0057,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0058,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0058,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0059,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0060,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0057,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0061,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0062,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0062,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0063,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0063,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0057,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0054,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0054,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0064,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0065,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0065,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0066,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0067,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0067,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0067,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0068,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0069,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0070,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0069,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0071,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0071,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0072,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0071,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0067,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0073,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0073,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0074,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0074,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0075,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0075,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0076,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0077,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0078,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0078,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0077,DesignJournal_baseline,image,STRUCTURE_REMOVE,STRUCTURE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0076,DesignJournal_baseline,image,STRUCTURE_REMOVE,STRUCTURE
P3,BASE_0077,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0076,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0077,DesignJournal_baseline,image,STRUCTURE_REMOVE,STRUCTURE
P3,BASE_0076,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0079,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0079,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0080,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0080,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0081,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0082,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0077,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0083,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0057,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0084,DesignJournal_baseline,column,CREATE_COLUMN_USER,CREATE
P3,BASE_0054,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0085,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0084,DesignJournal_baseline,column,ELABORATE_COLUMN,ELABORATE
P3,BASE_0086,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0087,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0086,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0087,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0088,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0088,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0089,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0090,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0090,DesignJournal_baseline,image,STRUCTURE_ADD,STRUCTURE
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0091,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0092,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0091,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0093,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0054,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0054,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0067,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0094,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0067,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0071,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0084,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0057,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P3,BASE_0091,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0092,DesignJournal_baseline,connector,ELABORATE_CONNECTOR_TEXT,ELABORATE
P3,BASE_0091,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0095,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P3,BASE_0095,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0096,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P3,BASE_0095,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0097,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0091,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0095,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0095,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0081,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P3,BASE_0098,DesignJournal_baseline,image,AI_PROMPT_GEN,PROMPT_GEN
